label,coef,pct,se,pval,nobs
ETH x Coinbase (reproduce),0.24507466055827173,27.77167046863367,0.09759095882287164,0.012057281123954544,6039
ETH x Gemini,0.09065431064758579,9.489044786071887,0.08319410943081137,0.2759022310503232,6039
ETH x OFFSHORE (placebo venue),-0.09400323338425887,-8.972018104842917,0.09835085556621677,0.3392152441007519,6039
"SOL x Coinbase (placebo asset, no ETF)",0.10946965725585768,11.568621744010743,0.09426867176844085,0.24558670984882336,6039
"DOGE x Coinbase (placebo asset, no ETF)",0.12368381166336209,13.165799736459238,0.10109709422563513,0.22122162942613577,6039
"XRP x Coinbase (placebo asset, no ETF)",,,,,0
