proxy,coef,pct,se_oneway,p_oneway,se_twoway,p_twoway,ri_p_assetperm,ri_draws
gemini_only,0.31465106713423713,36.97812658564599,0.11170898063412296,0.004868113252059825,,,0.40404040404040403,99
coinbase_only,0.11917746990654803,12.656983279136934,0.11651063631672746,0.3064023451660116,0.06733365621986197,0.07678665424492848,0.463768115942029,138
coinbase_gemini,0.25481301669845785,29.022034865614653,0.12793544084782613,0.04644675401207965,0.11376127683216136,0.025135147815283254,,0
