outcome,offshore_slope,offshore_pct,us_minus_offshore_diff,us_minus_offshore_pct,diff_se,diff_p,us_slope,us_pct
turnover,0.042230021451216064,4.313439444405076,0.007676928717696902,0.8038885884982694,0.011021266756337205,0.48609653740973924,0.049906950168912965,5.1173280329033455
