event_id,treated,outcome,event_time,coef,se,tstat,pval
btc_etf_launch,BTC,log_high_low_range_bps,16,-0.26728169634710264,0.04125570206815966,-6.478660717142065,1.0013456730462167e-10
btc_etf_launch,BTC,log_high_low_range_bps,17,-0.07949798634408362,0.04054462902948857,-1.9607525891102326,0.04995551540504173
btc_etf_launch,BTC,log_high_low_range_bps,18,-0.09741207908504827,0.036330660001785774,-2.6812636786741595,0.00735515687843602
btc_etf_launch,BTC,log_high_low_range_bps,19,-0.07304478928661366,0.03254655137160147,-2.244317330356204,0.024849418630470632
btc_etf_launch,BTC,log_high_low_range_bps,20,-0.14063899607539448,0.03538367481313068,-3.974685976460652,7.132498309370128e-05
btc_etf_launch,BTC,log_high_low_range_bps,21,0.09665988892278776,0.04023345536067343,2.4024754537307,0.01631565312900296
btc_etf_launch,BTC,log_high_low_range_bps,22,-0.10146960405806096,0.05694636056514948,-1.7818452847741635,0.07482659054647645
btc_etf_launch,BTC,log_high_low_range_bps,23,-0.5775624803764521,0.05031525039927567,-11.47887520767991,0.0
btc_etf_launch,BTC,log_high_low_range_bps,24,-0.2986175851193871,0.0430156550223195,-6.942067602235595,4.284572696633404e-12
btc_etf_launch,BTC,log_high_low_range_bps,25,0.05463362099469315,0.04344505475657273,1.257533712428518,0.20861089581680559
btc_etf_launch,BTC,log_high_low_range_bps,26,-0.07739288712199148,0.04247645237900985,-1.8220186194324441,0.06850345883202191
btc_etf_launch,BTC,log_high_low_range_bps,27,0.0699360278873394,0.03636902046762662,1.922956048530149,0.05453430939849446
btc_etf_launch,BTC,log_high_low_range_bps,28,0.013332574570720492,0.03496735209062652,0.38128636495453916,0.7030046881246772
btc_etf_launch,BTC,log_high_low_range_bps,29,0.27162299388118594,0.034318358971852383,7.914801348863118,2.886579864025407e-15
btc_etf_launch,BTC,log_high_low_range_bps,30,0.02646196606880415,0.05961978834538216,0.44384535408793946,0.6571708956291511
btc_etf_launch,BTC,log_rolling_notional_depth_proxy_24h,-30,-0.524634132873457,0.13770403309081564,-3.8098675913686666,0.00014047420371343655
btc_etf_launch,BTC,log_rolling_notional_depth_proxy_24h,-29,-0.6507767013350831,0.17524835448082143,-3.7134539908407636,0.00020636235956694726
btc_etf_launch,BTC,log_rolling_notional_depth_proxy_24h,-28,-0.5012716323464246,0.13946926359638784,-3.5941369404305594,0.00032816154237091943
btc_etf_launch,BTC,log_rolling_notional_depth_proxy_24h,-27,-0.5923936371690863,0.1534058287526426,-3.8616110090854785,0.00011386351671949235
btc_etf_launch,BTC,log_rolling_notional_depth_proxy_24h,-26,-0.677028155709198,0.21869460682723726,-3.0957697838613445,0.001972356272132547
btc_etf_launch,BTC,log_rolling_notional_depth_proxy_24h,-25,-0.6115522829758796,0.2531075031415503,-2.4161760334456353,0.015715058989600017
btc_etf_launch,BTC,log_rolling_notional_depth_proxy_24h,-24,-0.4379809906382129,0.19190636155390592,-2.282264053634227,0.02250967797837089
btc_etf_launch,BTC,log_rolling_notional_depth_proxy_24h,-23,-0.2139216936130306,0.15968062566213376,-1.3396847158256058,0.18040017546293208
btc_etf_launch,BTC,log_rolling_notional_depth_proxy_24h,-22,-0.22667138031784215,0.15760690212530237,-1.4382071930938112,0.1504290428093671
btc_etf_launch,BTC,log_rolling_notional_depth_proxy_24h,-21,-0.4323712335507075,0.1359554218658505,-3.1802426679043037,0.0014792395701090921
btc_etf_launch,BTC,log_rolling_notional_depth_proxy_24h,-20,-0.8522678420712437,0.1652215640916968,-5.158332974007201,2.5740643083693726e-07
btc_etf_launch,BTC,log_rolling_notional_depth_proxy_24h,-19,-1.029187578176527,0.21522164835713745,-4.781989107660301,1.7784426307176915e-06
btc_etf_launch,BTC,log_rolling_notional_depth_proxy_24h,-18,-1.4248455084295277,0.2851263809747837,-4.997241937271107,5.985652624662663e-07
btc_etf_launch,BTC,log_rolling_notional_depth_proxy_24h,-17,-1.0495933626210412,0.24833336234802292,-4.226549959687273,2.4093193387919598e-05
btc_etf_launch,BTC,log_rolling_notional_depth_proxy_24h,-16,-0.9242671541016301,0.1990250546504731,-4.643973874167872,3.492850809472259e-06
btc_etf_launch,BTC,log_rolling_notional_depth_proxy_24h,-15,-0.9668925370273391,0.1670579290074861,-5.787768008209963,7.504883159370479e-09
btc_etf_launch,BTC,log_rolling_notional_depth_proxy_24h,-14,-1.119017008050393,0.1830620346039679,-6.112774887874748,1.0426837171451098e-09
btc_etf_launch,BTC,log_rolling_notional_depth_proxy_24h,-13,-0.9598590242361789,0.1738669273872136,-5.520653287318449,3.5234842155063006e-08
btc_etf_launch,BTC,log_rolling_notional_depth_proxy_24h,-12,-0.693179083471136,0.18455821245441745,-3.7558831669023602,0.0001744179978200311
btc_etf_launch,BTC,log_rolling_notional_depth_proxy_24h,-11,-0.6428234655320696,0.23888321250313824,-2.6909528668684692,0.007145183252191378
