variable,n_raw,mean_raw,sd_raw,p25_raw,p50_raw,p75_raw,pct_zero,n_wins,mean_wins,sd_wins,p25_wins,p50_wins,p75_wins
dispersion_bps,4391929,22.831729635091428,53.26267788722126,5.354878397696636,12.273578054843359,24.92315360970436,0.0713556617149321,4391929,20.557426958714665,27.061999823383417,5.354878397696636,12.273578054843359,24.92315360970436
amihud_illiquidity,4361500,0.0016425889201890174,2.992296345012449,2.0584229219746317e-09,1.543252783268606e-08,1.4640286860273553e-07,0.011292445259658375,4361500,1.3927789975917768e-06,6.768162714972665e-06,2.0584229219746317e-09,1.543252783268606e-08,1.4640286860273553e-07
notional_volume,4391929,4325631.499624299,20092220.84996153,22577.4,216377.15459400002,1289891.6082000153,0.006889000254785539,4391929,3581023.2676511593,11245633.477481859,22577.4,216377.15459400002,1289891.6082000153
high_low_range_bps,4391929,108.28765328726483,111.8038207284899,50.68004308646826,83.08357676694963,133.99275726968773,0.01574228545133585,4391929,105.83492927529367,84.0427468759733,50.68004308646826,83.08357676694963,133.99275726968773
rolling_notional_depth_proxy_24h,4391929,103790193.38524273,402022271.8488293,889097.8303580557,6656130.43153,35808935.11191,1.479987495244117e-05,4391929,90727180.69497101,268119933.2916292,889097.8303580557,6656130.43153,35808935.11191
corwin_schultz_spread,2573684,0.004327895586055107,0.004324920167300164,0.0015991547848244463,0.0032116326858022235,0.005694167334021241,0.0,2573684,0.004251510893321976,0.003784469338571197,0.0015991547848244463,0.0032116326858022235,0.005694167334021241
