asset,model,outcome,term,coef,se,tstat,pval,rsq,nobs
BTC,depth_x_flow,log_rolling_notional_depth_proxy_24h,treated_usv_flow,0.008989204900492332,0.005889014775253083,1.5264361261695116,0.12690441303704425,0.00048781638885464496,101244
BTC,vol_x_flow,log_notional_volume,treated_usv_flow,0.013090135249611378,0.006053927436147764,2.1622550629613912,0.03060085799028256,0.000614747493999479,101241
BTC,disp_x_flow,log_dispersion_bps,treated_usv_flow,-0.0043186305080867605,0.00429746369169233,-1.00492542064645,0.3149351683735748,0.0001829107807909125,101173
BTC,depth_x_etfvol,log_rolling_notional_depth_proxy_24h,treated_usv_etfvol,0.0499069501689131,0.008743128476437208,5.708134142534068,1.1453962889262925e-08,0.005368071401469332,101244
BTC,vol_x_etfvol,log_notional_volume,treated_usv_etfvol,0.062104696417854446,0.009895541884224849,6.2760278461212655,3.4873326448803255e-10,0.0078103338013821855,101241
