event_id,treated,spec,outcome,term,kind,coef,se,tstat,pval,pct_effect,nobs,rsq,usv_variant
btc_etf_approval,BTCxUSV,btc_ddd_coinbase_only,log_dispersion_bps,btc_usv_post,ddd,-0.7009409292346981,0.10318266068535185,-6.793204639025227,1.2047918218627274e-11,-50.38817280820205,6039,0.05059366959405864,coinbase_only
btc_etf_approval,BTCxUSV,btc_ddd_coinbase_only,log_amihud_illiquidity,btc_usv_post,ddd,0.11139309404785475,0.11882251727481637,0.9374746184700108,0.3485529966443828,11.783423448432707,6039,0.0048141962044657705,coinbase_only
btc_etf_approval,BTCxUSV,btc_ddd_coinbase_only,log_notional_volume,btc_usv_post,ddd,0.09786341682783707,0.1125514612794729,0.8694993002786129,0.3846095996728911,10.281214923993653,6039,0.011498695305316442,coinbase_only
btc_etf_approval,BTCxUSV,btc_ddd_coinbase_only,log_high_low_range_bps,btc_usv_post,ddd,-0.010726523024967726,0.04831803098139307,-0.22199834734777238,0.8243228834332887,-1.0669199022356524,6039,0.01608417015891639,coinbase_only
btc_etf_approval,BTCxUSV,btc_ddd_coinbase_only,log_rolling_notional_depth_proxy_24h,btc_usv_post,ddd,0.11917746990654778,0.11651063631672737,1.022889185692633,0.30640234516601206,12.656983279136913,6039,0.015256487291582799,coinbase_only
btc_etf_approval,BTCxUSV,btc_ddd_coinbase_only,log_corwin_schultz_spread,btc_usv_post,ddd,0.02641052445406179,0.051828424801369344,0.5095760589923235,0.6103677513842445,2.6762373027619413,6039,0.010854663577443247,coinbase_only
btc_etf_launch,BTCxUSV,btc_ddd_coinbase_only,log_dispersion_bps,btc_usv_post,ddd,-0.715841331463244,0.10673678830546827,-6.706603625870674,2.178346392156527e-11,-51.12192878329005,6039,0.05259075180008699,coinbase_only
btc_etf_launch,BTCxUSV,btc_ddd_coinbase_only,log_amihud_illiquidity,btc_usv_post,ddd,0.1269960384471617,0.1133678663915882,1.1202119479650425,0.2626692293396935,13.541251977588665,6039,0.004081893749308674,coinbase_only
btc_etf_launch,BTCxUSV,btc_ddd_coinbase_only,log_notional_volume,btc_usv_post,ddd,0.08082008600615855,0.10568224618967702,0.7647461037221313,0.44445345243813494,8.417582061692631,6039,0.009975968450428474,coinbase_only
btc_etf_launch,BTCxUSV,btc_ddd_coinbase_only,log_high_low_range_bps,btc_usv_post,ddd,-0.013260263230641013,0.04735177820314255,-0.28003728125591243,0.7794587581425838,-1.3172733257473368,6039,0.014936214158721817,coinbase_only
btc_etf_launch,BTCxUSV,btc_ddd_coinbase_only,log_rolling_notional_depth_proxy_24h,btc_usv_post,ddd,0.10564211752444502,0.11000581487663036,0.9603321210148832,0.33692759579148657,11.14240461334961,6039,0.013921703791371476,coinbase_only
btc_etf_launch,BTCxUSV,btc_ddd_coinbase_only,log_corwin_schultz_spread,btc_usv_post,ddd,0.02269949975689072,0.049067161337369054,0.4626210104313292,0.6436532817877096,2.2959093899377336,6039,0.009093166119379492,coinbase_only
btc_etf_approval,BTCxUSV,btc_ddd_gemini_only,log_dispersion_bps,btc_usv_post,ddd,-0.7032727073634493,0.10353728384919947,-6.792458534915361,1.2109868663401357e-11,-50.503721812100075,6039,0.04396459438444478,gemini_only
btc_etf_approval,BTCxUSV,btc_ddd_gemini_only,log_amihud_illiquidity,btc_usv_post,ddd,-0.5359953823386082,0.1526635967622742,-3.5109573841185817,0.00044984699891537083,-41.491338468265646,6039,0.006981957795804461,gemini_only
btc_etf_approval,BTCxUSV,btc_ddd_gemini_only,log_notional_volume,btc_usv_post,ddd,0.3003619906924769,0.10938538960157379,2.7459059366750695,0.006052766677052457,35.03475323520768,6039,0.012345739548184409,gemini_only
btc_etf_approval,BTCxUSV,btc_ddd_gemini_only,log_high_low_range_bps,btc_usv_post,ddd,0.015846024462162527,0.06818508463011998,0.23239722511340447,0.8162375960885664,1.5972238490055357,6039,0.01611899869632616,gemini_only
btc_etf_approval,BTCxUSV,btc_ddd_gemini_only,log_rolling_notional_depth_proxy_24h,btc_usv_post,ddd,0.31465106713423696,0.11170898063412268,2.8167034140684253,0.004868113252059603,36.97812658564597,6039,0.016374965466584457,gemini_only
btc_etf_approval,BTCxUSV,btc_ddd_gemini_only,log_corwin_schultz_spread,btc_usv_post,ddd,0.05518246762600656,0.0395791556575489,1.3942305415371248,0.1633010279085194,5.673341672276466,6039,0.011093074106176992,gemini_only
btc_etf_launch,BTCxUSV,btc_ddd_gemini_only,log_dispersion_bps,btc_usv_post,ddd,-0.7167455613068919,0.10661257610945617,-6.722898812341137,1.9497070624652224e-11,-51.16610581787755,6039,0.045906299176194265,gemini_only
btc_etf_launch,BTCxUSV,btc_ddd_gemini_only,log_amihud_illiquidity,btc_usv_post,ddd,-0.5209396617849346,0.1420150420608982,-3.6682005949873093,0.00024642434317301287,-40.60378378810825,6039,0.006254505986898917,gemini_only
btc_etf_launch,BTCxUSV,btc_ddd_gemini_only,log_notional_volume,btc_usv_post,ddd,0.23969571704210665,0.10424887745961743,2.2992642499671696,0.02152484157837531,27.086238971504017,6039,0.010482761165532817,gemini_only
btc_etf_launch,BTCxUSV,btc_ddd_gemini_only,log_high_low_range_bps,btc_usv_post,ddd,0.018864950138435664,0.06879797635487456,0.27420792206337946,0.7839344776796409,1.9044017570589489,6039,0.015014894514986499,gemini_only
btc_etf_launch,BTCxUSV,btc_ddd_gemini_only,log_rolling_notional_depth_proxy_24h,btc_usv_post,ddd,0.27701230121850046,0.1079754122178,2.565512791557876,0.010326926219152543,31.91825984885359,6039,0.014927327515329658,gemini_only
